"recruit_type","year","ranking","name","school","committed_to","position","height","weight","stars","rating","city","state_province","county_fips","county_name","position_group","recruit_lon","recruit_lat","school_lon","school_lat","dist_mi","metro_area","first_name_cleaned","success","last_year","failure"
"HighSchool",2011,971,"Jake Bernstein","Crystal Lake South","Vanderbilt","OG",75,275,3,0.8363,"Crystal Lake","IL",17111,"McHenry","OL",-88.3161965,42.2411344,-86.7816016,36.1626638,428.492289205243,"Chicago-Naperville, IL-IN-WI","jake",0,2015,0
"HighSchool",2011,1054,"James Lewis","Arlington","Vanderbilt","OT",77,285,3,0.8328,"Arlington","TN",47157,"Shelby","OL",-89.661469,35.2961973,-86.7816016,36.1626638,172.486463429972,"Memphis-Forrest City, TN-MS-AR","james",0,2012,1
"HighSchool",2011,1128,"Mitchell Hester","Duncan U. Fletcher","Vanderbilt","APB",68,175,3,0.8266,"Neptune Beach","FL",12031,"Duval","RB",-81.3964734,30.311908,-86.7816016,36.1626638,510.633959194763,"Jacksonville-St. Marys-Palatka, FL-GA","mitchell",0,2011,1
"HighSchool",2011,1143,"Larry Franklin","Vero Beach","Vanderbilt","S",73,190,3,0.8258,"Vero Beach","FL",12061,"Indian River","DB",-80.3972736,27.6386434,-86.7816016,36.1626638,698.432194792076,"Miami-Port St. Lucie-Fort Lauderdale, FL","larry",0,2013,0
"HighSchool",2011,1157,"Jahmel McIntosh","Cleveland","Vanderbilt","S",73,200,3,0.8252,"Cleveland","MS",28011,"Bolivar","DB",-90.7248187,33.7440023,-86.7816016,36.1626638,279.240061651706,"Rural, MS","jahmel",0,2015,0
"HighSchool",2011,1199,"Conor Hart","Brother Rice","Vanderbilt","SDE",76,250,3,0.821,"Bloomfield Hills","MI",26125,"Oakland","DL",-83.2454883,42.583645,-86.7816016,36.1626638,482.697587695009,"Detroit-Warren-Ann Arbor, MI","conor",0,2012,1
"HighSchool",2011,1246,"Josh Grady","Armwood","Vanderbilt","DUAL",73,190,3,0.8166,"Seffner","FL",12057,"Hillsborough","QB",-82.2756468,27.9836329,-86.7816016,36.1626638,624.278818736991,"Tampa-St. Petersburg-Clearwater, FL","josh",0,2014,1
"HighSchool",2011,1276,"Steven Scheu","Reitz Memorial","Vanderbilt","TE",78,235,3,0.8155,"Evansville","IN",18163,"Vanderburgh","TE",-87.5710898,37.9715592,-86.7816016,36.1626638,132.519715357602,"Evansville, IN-KY","steven",1,2015,0
"HighSchool",2011,1423,"Jerron Seymour","Hialeah","Vanderbilt","RB",66,180,3,0.804,"Hialeah","FL",12086,"Miami-Dade","RB",-80.2781057,25.8575963,-86.7816016,36.1626638,810.032284169153,"Miami-Port St. Lucie-Fort Lauderdale, FL","jerron",0,2014,1
"HighSchool",2011,1572,"Jimmy Stewart","Island Coast","Vanderbilt","OLB",76,225,2,0.7883,"Cape Coral","FL",12071,"Lee","LB",-81.9495331,26.5628537,-86.7816016,36.1626638,722.627948294131,"Cape Coral-Fort Myers-Naples, FL","jimmy",0,2014,1
"HighSchool",2011,1636,"Andrew Williamson","Stevens","Vanderbilt","S",74,190,2,0.7825,"San Antonio","TX",48029,"Bexar","DB",-98.4936282,29.4241219,-86.7816016,36.1626638,824.413712946081,"San Antonio-New Braunfels-Pearsall, TX","andrew",0,2015,0
"HighSchool",2011,1760,"Jose Valedon","Oak Ridge","Vanderbilt","OG",76,275,2,0.7682,"Oak Ridge","TN",47001,"Anderson","OL",-84.2696449,36.0103561,-86.7816016,36.1626638,140.836240997237,"Knoxville-Morristown-Sevierville, TN","jose",0,2011,1
"HighSchool",2011,2051,"Kris Kentera","Pine Creek","Vanderbilt","DUAL",76,195,2,0.7593,"Colorado Springs","CO",8041,"El Paso","QB",-104.8213634,38.8338816,-86.7816016,36.1626638,1005.55518033741,"Colorado Springs, CO","kris",0,2015,1
"HighSchool",2011,2111,"Joe Townsend","Hendersonville","Vanderbilt","DT",76,280,2,0.7519,"Hendersonville","TN",47165,"Sumner","DL",-86.6199957,36.3047735,-86.7816016,36.1626638,13.34171136845,"Nashville-Davidson--Murfreesboro, TN","joe",0,2014,0
"HighSchool",2012,230,"Brian Kimbrow","East","Vanderbilt","APB",69,165,4,0.9171,"Memphis","TN",47157,"Shelby","RB",-90.0489801,35.1495343,-86.7816016,36.1626638,196.583227249796,"Memphis-Forrest City, TN-MS-AR","brian",0,2014,1
"HighSchool",2012,394,"Andrew Jelks","Henry County","Vanderbilt","OT",78,265,3,0.8849,"Paris","TN",47079,"Henry","OL",-88.3267107,36.3020023,-86.7816016,36.1626638,86.7639909279941,"Rural, TN","andrew",1,2016,0
"HighSchool",2012,517,"Caleb Azubike","McGavock","Vanderbilt","WDE",76,230,3,0.8778,"Nashville","TN",47037,"Davidson","DL",-86.7816016,36.1626638,-86.7816016,36.1626638,0,"Nashville-Davidson--Murfreesboro, TN","caleb",0,2015,0
"HighSchool",2012,534,"Jacob Sealand","Tucker","Vanderbilt","ILB",74,210,3,0.8766,"Tucker","GA",13089,"DeKalb","LB",-84.2171424,33.8545479,-86.7816016,36.1626638,215.894479661869,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","jacob",0,2014,1
"HighSchool",2012,563,"Patton Robinette","Maryville","Vanderbilt","DUAL",77,200,3,0.8746,"Maryville","TN",47009,"Blount","QB",-83.9704593,35.7564719,-86.7816016,36.1626638,159.909070407349,"Knoxville-Morristown-Sevierville, TN","patton",0,2014,1
"HighSchool",2012,598,"Adam Butler","Duncanville","Vanderbilt","OG",76,279,3,0.8717,"Duncanville","TX",48113,"Dallas","OL",-96.9083366,32.6518004,-86.7816016,36.1626638,626.582350378909,"Dallas-Fort Worth, TX-OK","adam",1,2016,0
"HighSchool",2012,705,"Brandon Banks","Gwynn Park","Vanderbilt","CB",71,170,3,0.8642,"Brandywine","MD",24033,"Prince George's","DB",-76.8477485,38.6967833,-86.7816016,36.1626638,572.879536488508,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","brandon",0,2012,1
"HighSchool",2012,707,"Cory Batey","Ensworth","Vanderbilt","WR",73,185,3,0.8639,"Nashville","TN",47037,"Davidson","WR",-86.7816016,36.1626638,-86.7816016,36.1626638,0,"Nashville-Davidson--Murfreesboro, TN","cory",0,2012,1
"HighSchool",2012,725,"Barrett Gouger","Baylor School","Vanderbilt","OG",76.5,275,3,0.8621,"Chattanooga","TN",47065,"Hamilton","OL",-85.3096801,35.0456297,-86.7816016,36.1626638,113.25848526502,"Chattanooga-Cleveland-Dalton, TN-GA","barrett",0,2016,0
"HighSchool",2012,770,"Darreon Herring","Stephenson","Vanderbilt","OLB",75,205,3,0.858,"Stone Mountain","GA",13089,"DeKalb","LB",-84.170196,33.8081608,-86.7816016,36.1626638,220.085814056052,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","darreon",0,2015,0
"HighSchool",2012,815,"Stephen Weatherly","North Atlanta","Vanderbilt","WDE",77,215,3,0.8535,"Atlanta","GA",13121,"Fulton","DL",-84.3879824,33.7489954,-86.7816016,36.1626638,215.175296632212,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","stephen",1,2015,0
"HighSchool",2012,923,"Will Holden","Clay","Vanderbilt","OT",78,271,3,0.8464,"Green Cove Springs","FL",12019,"Clay","OL",-81.6781467,29.9919085,-86.7816016,36.1626638,519.221978479745,"Jacksonville-St. Marys-Palatka, FL-GA","will",1,2016,0
"HighSchool",2012,926,"Torren McGaster","Daphne","Vanderbilt","CB",72,180,3,0.8462,"Daphne","AL",1003,"Baldwin","DB",-87.9036047,30.6035255,-86.7816016,36.1626638,390.025778842283,"Mobile-Daphne-Fairhope, AL","torren",0,2016,0
"HighSchool",2012,936,"Kevin McCoy","Armwood","Vanderbilt","OT",77,278,3,0.8455,"Seffner","FL",12057,"Hillsborough","OL",-82.2756468,27.9836329,-86.7816016,36.1626638,624.278818736991,"Tampa-St. Petersburg-Clearwater, FL","kevin",0,2015,0
"HighSchool",2012,956,"Paris Head","Buford","Vanderbilt","CB",71,177,3,0.8443,"Buford","GA",13135,"Gwinnett","DB",-84.0043513,34.1206564,-86.7816016,36.1626638,211.27931083696,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","paris",0,2014,1
"HighSchool",2012,1115,"Blake Fromang","Lake Highland Prep","Vanderbilt","OT",79,290,3,0.8358,"Orlando","FL",12095,"Orange","OL",-81.3792365,28.5383355,-86.7816016,36.1626638,614.494497702235,"Orlando-Lakeland-Deltona, FL","blake",0,2015,0
"HighSchool",2012,1139,"Torey Agee","Opelika","Vanderbilt","SDE",76,245,3,0.8337,"Opelika","AL",1081,"Lee","DL",-85.3782795,32.6454116,-86.7816016,36.1626638,256.179215047813,"Columbus-Auburn-Opelika, GA-AL","torey",0,2016,1
"HighSchool",2012,1211,"Harding Harper","Carver","Vanderbilt","OLB",74,210,3,0.8302,"Montgomery","AL",1101,"Montgomery","LB",-86.3077368,32.3792233,-86.7816016,36.1626638,263.156396261438,"Montgomery-Selma-Alexander City, AL","harding",0,2015,0
"HighSchool",2012,1213,"Jakarri Thomas","Amos P. Godby","Vanderbilt","OLB",74,200,3,0.8302,"Tallahassee","FL",12073,"Leon","LB",-84.2807329,30.4382559,-86.7816016,36.1626638,421.574127982265,"Tallahassee, FL","jakarri",0,2016,1
"HighSchool",2012,1574,"Ladarius Banks","East Paulding","Vanderbilt","DT",74,260,3,0.8089,"Dallas","GA",13223,"Paulding","DL",-84.8413056,33.9244531,-86.7816016,36.1626638,189.87871852627,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","ladarius",0,2015,1
"HighSchool",2012,1799,"Colby Cooke","Goochland","Vanderbilt","P",76,180,2,0.7957,"Goochland","VA",51075,"Goochland","ST",-77.885374,37.6841421,-86.7816016,36.1626638,502.967887014314,"Richmond, VA","colby",0,2015,0
"HighSchool",2012,2237,"Tip McKenzie","Trinity Episcopal Day School","Vanderbilt","APB",68,175,2,0.7667,"Natchez","MS",28001,"Adams","RB",-91.403171,31.5604442,-86.7816016,36.1626638,414.462069985101,"Rural, MS","tip",0,2012,1
"HighSchool",2013,260,"Zach Cunningham","Pinson Valley","Vanderbilt","OLB",76,196,4,0.9049,"Pinson","AL",1073,"Jefferson","LB",-86.6833228,33.6889908,-86.7816016,36.1626638,171.233075608623,"Birmingham-Hoover-Talladega, AL","zach",1,2016,0
"HighSchool",2013,274,"Jay Woods","Jackson","Vanderbilt","DT",75,275,4,0.9025,"Jackson","GA",13035,"Butts","DL",-83.9660209,33.2945651,-86.7816016,36.1626638,254.933005638726,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","jay",0,2017,1
"HighSchool",2013,292,"Jordan Cunningham","University School","Vanderbilt","WR",74,190,4,0.8987,"Fort Lauderdale","FL",12011,"Broward","WR",-80.1373174,26.1224386,-86.7816016,36.1626638,797.771149839718,"Miami-Port St. Lucie-Fort Lauderdale, FL","jordan",0,2014,1
"HighSchool",2013,327,"Ryan White","Trinity","Vanderbilt","CB",69,180,4,0.8917,"Louisville","KY",21111,"Jefferson","DB",-85.7584557,38.2526647,-86.7816016,36.1626638,155.196716784561,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN","ryan",0,2017,0
"HighSchool",2013,360,"Johnny McCrary","Cedar Grove","Vanderbilt","DUAL",76,200,3,0.8838,"Ellenwood","GA",13089,"DeKalb","QB",-84.2873662,33.609725,-86.7816016,36.1626638,226.329443686624,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","johnny",0,2015,0
"HighSchool",2013,369,"DeAndre Woods","Clay-Chalkville","Vanderbilt","WR",75,210,3,0.8818,"Pinson","AL",1073,"Jefferson","WR",-86.6833228,33.6889908,-86.7816016,36.1626638,171.233075608623,"Birmingham-Hoover-Talladega, AL","deandre",0,2015,1
"HighSchool",2013,373,"Carlos Burse","Alpharetta","Vanderbilt","WR",75,205,3,0.8812,"Alpharetta","GA",13121,"Fulton","WR",-84.2940899,34.0753762,-86.7816016,36.1626638,201.653495412966,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","carlos",0,2013,1
"HighSchool",2013,407,"Mitch Parsons","Chaparral","Vanderbilt","TE",76,235,3,0.8769,"Parker","CO",8035,"Douglas","TE",-104.7613633,39.5186002,-86.7816016,36.1626638,1007.55948508437,"Denver-Aurora, CO","mitch",0,2014,1
"HighSchool",2013,421,"Nigel Bowden","Central","Vanderbilt","ILB",73,230,3,0.8755,"Macon","GA",13021,"Bibb","LB",-83.6324022,32.8406946,-86.7816016,36.1626638,291.61410421927,"Macon-Bibb County--Warner Robins, GA","nigel",0,2016,0
"HighSchool",2013,487,"Landon Stokes","Lake Highland Prep","Vanderbilt","WDE",76,220,3,0.8691,"Orlando","FL",12095,"Orange","DL",-81.3792365,28.5383355,-86.7816016,36.1626638,614.494497702235,"Orlando-Lakeland-Deltona, FL","landon",0,2016,0
"HighSchool",2013,531,"Tre Bell","St. Peters Prep","Vanderbilt","CB",71,165,3,0.8662,"Jersey City","NJ",34017,"Hudson","DB",-74.0431435,40.7177545,-86.7816016,36.1626638,757.853568485974,"New York-Newark, NY-NJ-CT-PA","tre",0,2015,1
"HighSchool",2013,533,"Delando Crooks","Carver","Vanderbilt","OT",76,261,3,0.866,"Atlanta","GA",13121,"Fulton","OL",-84.3879824,33.7489954,-86.7816016,36.1626638,215.175296632212,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","delando",0,2016,1
"HighSchool",2013,554,"Chad Kanoff","Harvard Westlake","Vanderbilt","PRO",76,190,3,0.8647,"Studio City","CA",6037,"Los Angeles","QB",-118.3870991,34.1395597,-86.7816016,36.1626638,1785.48149478393,"Los Angeles-Long Beach, CA","chad",0,NA,0
"HighSchool",2013,555,"Mack Weaver","Harding Academy of Memphis","Vanderbilt","WDE",77,240,3,0.8646,"Memphis","TN",47157,"Shelby","DL",-90.0489801,35.1495343,-86.7816016,36.1626638,196.583227249796,"Memphis-Forrest City, TN-MS-AR","mack",0,2014,1
"HighSchool",2013,582,"Jalen Banks","Thornton Township","Vanderbilt","S",72,190,3,0.8624,"Harvey","IL",17031,"Cook","DB",-87.6467131,41.6100344,-86.7816016,36.1626638,379.741485899862,"Chicago-Naperville, IL-IN-WI","jalen",0,2016,1
"HighSchool",2013,585,"Sean Dowling","Fallbrook","Vanderbilt","OT",78,268,3,0.8624,"Fallbrook","CA",6073,"San Diego","OL",-117.2511466,33.3764196,-86.7816016,36.1626638,1735.2273448228,"San Diego-Chula Vista-Carlsbad, CA","sean",0,2016,1
"HighSchool",2013,613,"Jonathan Wynn","Stephenson","Vanderbilt","WDE",76,217,3,0.8609,"Stone Mountain","GA",13089,"DeKalb","DL",-84.170196,33.8081608,-86.7816016,36.1626638,220.085814056052,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","jonathan",1,2017,0
"HighSchool",2013,614,"Darrius Sims","Whitehaven","Vanderbilt","CB",70,175,3,0.8609,"Memphis","TN",47157,"Shelby","DB",-90.0489801,35.1495343,-86.7816016,36.1626638,196.583227249796,"Memphis-Forrest City, TN-MS-AR","darrius",0,2016,0
"HighSchool",2013,627,"Oren Burks","South County","Vanderbilt","OLB",76,195,3,0.86,"Lorton","VA",51059,"Fairfax","LB",-77.2277603,38.704282,-86.7816016,36.1626638,553.210317303026,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","oren",1,2017,0
"HighSchool",2013,658,"Latevius Rayford","Memphis Central","Vanderbilt","WR",73,180,3,0.8584,"Memphis","TN",47157,"Shelby","WR",-90.0489801,35.1495343,-86.7816016,36.1626638,196.583227249796,"Memphis-Forrest City, TN-MS-AR","latevius",0,2016,0
"HighSchool",2013,825,"Taurean Ferguson","Jonesboro","Vanderbilt","CB",70,175,3,0.8497,"Jonesboro","GA",13063,"Clayton","DB",-84.3538128,33.5215013,-86.7816016,36.1626638,228.878707886117,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","taurean",0,2017,0
"HighSchool",2013,873,"Nathan Marcus","Glenbard West","Vanderbilt","TE",77,220,3,0.8463,"Glen Ellyn","IL",17043,"DuPage","TE",-88.0670118,41.8775293,-86.7816016,36.1626638,401.362751493287,"Chicago-Naperville, IL-IN-WI","nathan",0,2017,0
"HighSchool",2013,1277,"Gerald Perry","Whitehaven","Vanderbilt","WR",70,170,3,0.8261,"Memphis","TN",47157,"Shelby","WR",-90.0489801,35.1495343,-86.7816016,36.1626638,196.583227249796,"Memphis-Forrest City, TN-MS-AR","gerald",0,2013,1
"HighSchool",2013,1286,"Ralph Webb","Gainesville","Vanderbilt","RB",69,185,3,0.8255,"Gainesville","FL",12001,"Alachua","RB",-82.3248262,29.6516344,-86.7816016,36.1626638,519.387779834625,"Gainesville-Lake City, FL","ralph",1,2017,0
"HighSchool",2013,1865,"C.J. Duncan","St James School","Vanderbilt","ATH",72,180,3,0.7982,"Montgomery","AL",1101,"Montgomery","ATH",-86.3077368,32.3792233,-86.7816016,36.1626638,263.156396261438,"Montgomery-Selma-Alexander City, AL","cj",0,2017,0
"HighSchool",2013,3091,"Tommy Openshaw","Creekside","Vanderbilt","K",74,165,2,0.7431,"Saint Augustine","FL",12109,"St. Johns","ST",-81.3124341,29.9012437,-86.7816016,36.1626638,536.698135736784,"Jacksonville-St. Marys-Palatka, FL-GA","tommy",0,2017,0
"HighSchool",2013,3362,"Jacob Schultz","Siegel","Vanderbilt","LS",76,206,2,0.7,"Murfreesboro","TN",47149,"Rutherford","ST",-86.39027,35.8456213,-86.7816016,36.1626638,30.9976060446088,"Nashville-Davidson--Murfreesboro, TN","jacob",0,2016,0
"HighSchool",2014,100,"Nifae Lealao","Capital Christian","Vanderbilt","SDE",77,282,4,0.9542,"Sacramento","CA",6067,"Sacramento","DL",-121.4943996,38.5815719,-86.7816016,36.1626638,1904.57817269108,"Sacramento-Roseville, CA","nifae",0,2017,0
"HighSchool",2014,316,"Emmanuel Smith","Oakland","Vanderbilt","S",74,200,4,0.8922,"Murfreesboro","TN",47149,"Rutherford","DB",-86.39027,35.8456213,-86.7816016,36.1626638,30.9976060446088,"Nashville-Davidson--Murfreesboro, TN","emmanuel",1,2017,0
"HighSchool",2014,478,"Dallas Rivers","Stephenson","Vanderbilt","ATH",72,200,3,0.8707,"Stone Mountain","GA",13089,"DeKalb","ATH",-84.170196,33.8081608,-86.7816016,36.1626638,220.085814056052,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","dallas",0,2017,0
"HighSchool",2014,544,"Trent Sherfield","Danville","Vanderbilt","S",74,185,3,0.8649,"Danville","IL",17183,"Vermilion","DB",-87.6300207,40.124481,-86.7816016,36.1626638,277.956296707401,"Danville, IL","trent",1,2017,0
"HighSchool",2014,643,"Cole Hardin","Florence","Vanderbilt","OT",77,286,3,0.8584,"Florence","AL",1077,"Lauderdale","OL",-87.677251,34.79981,-86.7816016,36.1626638,106.940959162557,"Florence-Muscle Shoals, AL","cole",0,2016,1
"HighSchool",2014,676,"Ronald Monroe","Bush","Vanderbilt","ATH",74,175,3,0.8569,"Richmond","TX",48157,"Fort Bend","ATH",-95.7607832,29.5821811,-86.7816016,36.1626638,691.857986264661,"Houston-The Woodlands, TX","ronald",0,2015,1
"HighSchool",2014,744,"Bryce Lewis","Parkview","Vanderbilt","CB",73,170,3,0.8534,"Lilburn","GA",13135,"Gwinnett","DB",-84.1429719,33.8901036,-86.7816016,36.1626638,216.933255435923,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","bryce",0,2017,1
"HighSchool",2014,922,"Bailey Granier","South Lafourche","Vanderbilt","OT",78,315,3,0.8444,"Galliano","LA",22057,"Lafourche","OL",-90.2992464,29.4421645,-86.7816016,36.1626638,507.861497735946,"Houma-Thibodaux, LA","bailey",0,2017,1
"HighSchool",2014,925,"Bruno Reagan","Clarksville","Vanderbilt","OG",75,301,3,0.8441,"Clarksville","TN",47125,"Montgomery","OL",-87.3594528,36.5297706,-86.7816016,36.1626638,41.01192029542,"Clarksville, TN-KY","bruno",0,2018,0
"HighSchool",2014,969,"Caleb Scott","North Gwinnett","Vanderbilt","WR",75,180,3,0.8422,"Suwanee","GA",13135,"Gwinnett","WR",-84.0712997,34.0514898,-86.7816016,36.1626638,211.797249427999,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","caleb",0,2017,0
"HighSchool",2014,1052,"Tre Herndon","East Hamilton","Vanderbilt","CB",72,175,3,0.8386,"Ooltewah","TN",47065,"Hamilton","DB",-85.0817091,35.0712154,-86.7816016,36.1626638,121.827200594671,"Chattanooga-Cleveland-Dalton, TN-GA","tre",1,2017,0
"HighSchool",2014,1170,"Wade Freebeck","St. Thomas Aquinas","Vanderbilt","PRO",75,180,3,0.8323,"Fort Lauderdale","FL",12011,"Broward","QB",-80.1373174,26.1224386,-86.7816016,36.1626638,797.771149839718,"Miami-Port St. Lucie-Fort Lauderdale, FL","wade",0,2016,1
"HighSchool",2014,1184,"Ladarius Wiley","Cathedral","Vanderbilt","WR",73,185,3,0.8319,"Los Angeles","CA",6037,"Los Angeles","WR",-118.2436849,34.0522342,-86.7816016,36.1626638,1778.92898127716,"Los Angeles-Long Beach, CA","ladarius",0,2018,0
"HighSchool",2014,1444,"Sekou Clark","Ryan","Vanderbilt","WDE",75,235,3,0.8184,"Denton","TX",48121,"Denton","DL",-97.1330683,33.2148412,-86.7816016,36.1626638,622.797544208978,"Dallas-Fort Worth, TX-OK","sekou",0,2015,1
"HighSchool",2014,1472,"Rashad Canty","Riverdale","Vanderbilt","WR",76,205,3,0.8173,"Riverdale","GA",13063,"Clayton","WR",-84.4132594,33.5726113,-86.7816016,36.1626638,223.99987220439,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","rashad",0,2015,1
"HighSchool",2014,1476,"Khari Blasingame","Buckhorn","Vanderbilt","S",73,204,3,0.8172,"New Market","AL",1089,"Madison","DB",-86.4277677,34.9100883,-86.7816016,36.1626638,88.9199737977484,"Huntsville-Decatur, AL","khari",1,2018,0
"HighSchool",2014,1505,"Shawn Stankavage","Cardinal Gibbons","Vanderbilt","PRO",74,185,3,0.8159,"Raleigh","NC",37183,"Wake","QB",-78.6381787,35.7795897,-86.7816016,36.1626638,456.607627282011,"Raleigh-Durham-Cary, NC","shawn",0,2017,1
"HighSchool",2014,1653,"Hawkins Mann","Burroughs","Vanderbilt","WDE",76,220,3,0.8099,"Burbank","CA",6037,"Los Angeles","DL",-118.3089661,34.1808392,-86.7816016,36.1626638,1780.46319847744,"Los Angeles-Long Beach, CA","hawkins",0,2014,1
"HighSchool",2014,1661,"Arnold Tarpley","Central Catholic","Vanderbilt","S",73,190,3,0.8092,"Pittsburgh","PA",42003,"Allegheny","DB",-79.9958864,40.4406248,-86.7816016,36.1626638,472.327682654444,"Pittsburgh-New Castle-Weirton, PA-OH-WV","arnold",0,2017,0
"HighSchool",2014,2019,"Hayden Lekacz","Glenbard West","Vanderbilt","K",73,175,2,0.7898,"Glen Ellyn","IL",17043,"DuPage","ST",-88.0670118,41.8775293,-86.7816016,36.1626638,401.362751493287,"Chicago-Naperville, IL-IN-WI","hayden",0,2016,0
"HighSchool",2014,2253,"Charles Wright","Irvine","Vanderbilt","WDE",75,220,2,0.7817,"Irvine","CA",6059,"Orange","DL",-117.8265049,33.6845673,-86.7816016,36.1626638,1761.89075955725,"Los Angeles-Long Beach, CA","charles",1,2018,0
"HighSchool",2014,2360,"Riley Tindol","Autauga Academy","Vanderbilt","OT",78,270,2,0.7783,"Prattville","AL",1001,"Autauga","OL",-86.4596966,32.4640245,-86.7816016,36.1626638,256.552043138735,"Montgomery-Selma-Alexander City, AL","riley",0,2016,1
"HighSchool",2014,3007,"Davis Winkie","South Forsyth","Vanderbilt","LS",78,250,2,0.7609,"Cumming","GA",13117,"Forsyth","ST",-84.1401926,34.2073196,-86.7816016,36.1626638,201.500262215357,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","davis",0,2016,0
"HighSchool",2015,141,"Josh Smith","Oakland","Vanderbilt","ILB",75,228,4,0.9378,"Murfreesboro","TN",47149,"Rutherford","LB",-86.39027,35.8456213,-86.7816016,36.1626638,30.9976060446088,"Nashville-Davidson--Murfreesboro, TN","josh",0,2018,0
"HighSchool",2015,294,"Kyle Shurmur","La Salle College","Vanderbilt","PRO",76,215,4,0.8992,"Glenside","PA",42091,"Montgomery","QB",-75.1527928,40.0999077,-86.7816016,36.1626638,688.281267833347,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","kyle",1,2018,0
"HighSchool",2015,392,"Donovan Sheffield","Ensworth","Vanderbilt","CB",71,170,3,0.8815,"Nashville","TN",47037,"Davidson","DB",-86.7816016,36.1626638,-86.7816016,36.1626638,0,"Nashville-Davidson--Murfreesboro, TN","donovan",0,2018,0
"HighSchool",2015,601,"Caleb Peart","Hamilton","Vanderbilt","SDE",72,240,3,0.8625,"Chandler","AZ",4013,"Maricopa","DL",-111.8412502,33.3061605,-86.7816016,36.1626638,1434.39674407959,"Phoenix-Mesa, AZ","caleb",0,2019,1
"HighSchool",2015,779,"Dare Odeyingbo","Cistercian Prep","Vanderbilt","ILB",73,243,3,0.8543,"Irving","TX",48113,"Dallas","LB",-96.9488945,32.8140177,-86.7816016,36.1626638,623.957486001639,"Dallas-Fort Worth, TX-OK","dare",0,2018,0
"HighSchool",2015,794,"Jordan Griffin","Armwood","Vanderbilt","ILB",72,207,3,0.8537,"Seffner","FL",12057,"Hillsborough","LB",-82.2756468,27.9836329,-86.7816016,36.1626638,624.278818736991,"Tampa-St. Petersburg-Clearwater, FL","jordan",0,2018,0
"HighSchool",2015,795,"Sam Dobbs","Landmark Christian School","Vanderbilt","TE",76.5,220,3,0.8537,"Fairburn","GA",13121,"Fulton","TE",-84.5810418,33.5670562,-86.7816016,36.1626638,218.737235787602,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","sam",0,2018,1
"HighSchool",2015,1004,"Justin Skule","Centreville","Vanderbilt","OT",78,280,3,0.8456,"Clifton","VA",51059,"Fairfax","OL",-77.3866535,38.7801142,-86.7816016,36.1626638,546.414854405573,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","justin",1,2018,0
"HighSchool",2015,1122,"Josh Crawford","Edgewood Academy","Vanderbilt","RB",71,214,3,0.8406,"Elmore","AL",1051,"Elmore","RB",-86.3149712,32.5387448,-86.7816016,36.1626638,252.134329009747,"Montgomery-Selma-Alexander City, AL","josh",0,2018,1
"HighSchool",2015,1168,"Ean Pfeifer","Bentonville","Vanderbilt","OT",77,285,3,0.8392,"Bentonville","AR",5007,"Benton","OL",-94.2088172,36.3728538,-86.7816016,36.1626638,414.454956612256,"Fayetteville-Springdale-Rogers, AR","ean",0,2017,0
"HighSchool",2015,1198,"Andrew Rector","Father Ryan","Vanderbilt","S",73,190,3,0.8386,"Nashville","TN",47037,"Davidson","DB",-86.7816016,36.1626638,-86.7816016,36.1626638,0,"Nashville-Davidson--Murfreesboro, TN","andrew",0,2018,1
"HighSchool",2015,1218,"Darion DeBrossard","Shiloh","Vanderbilt","OG",77,320,3,0.8375,"Snellville","GA",13135,"Gwinnett","OL",-84.0199108,33.857328,-86.7816016,36.1626638,223.427874987135,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","darion",0,2018,1
"HighSchool",2015,1442,"Jared Southers","Seton Hall Preparatory School","Vanderbilt","OT",77,285,3,0.8289,"West Orange","NJ",34013,"Essex","OL",-74.2390828,40.7985699,-86.7816016,36.1626638,750.250274261119,"New York-Newark, NY-NJ-CT-PA","jared",0,2018,1
"HighSchool",2015,1454,"Jared Pinkney","Norcross","Vanderbilt","WR",77,224,3,0.8286,"Norcross","GA",13135,"Gwinnett","WR",-84.2135309,33.9412127,-86.7816016,36.1626638,211.586818687058,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","jared",1,2019,0
